ID,TARGET
24,-5.879959153520886
28,-3.9407721838786753
29,-4.684667343439009
33,-6.6720421671327
58,-0.7969617097562273
71,-7.387129412952773
86,-4.598986719166445
88,-5.087911058544489
89,-6.99847765950055
107,-8.328769809185284
108,-0.7175440757256958
109,-9.862607936198136
110,-5.843715479017638
113,-7.576139950311689
114,-4.162496942137681
115,-4.57346325410451
120,-6.0481102707818994
136,-0.4767997081989278
147,-5.732485724242613
150,-7.2866675319988
158,-5.499535015766948
164,-4.118429807214275
167,-1.9146187687396947
169,-3.5532484949217227
174,-6.979974100893142
183,-9.603754371023895
184,-3.780359647973994
185,-1.5109613630279746
189,-7.708888916229419
192,-6.454943208466448
195,-9.11716633275202
208,-4.274274984211503
209,-8.952634267417247
217,-1.1249327057309049
219,-2.467728818881893
221,-10.458126970144512
223,-8.77869281386557
227,-4.791034738402231
229,-9.457130225564773
243,-2.873996866078625
251,-7.938086010714074
257,-6.602550908027181
258,-3.3347316527837942
262,-5.57489947662997
265,-4.077392609968947
274,-9.07552915984792
286,-3.9482383449853593
310,-5.582451612233946
311,-7.3093859486026425
317,0.015577664130038495
323,-0.557144093975086
327,-4.454883257599284
330,-7.032934935146611
334,-7.5508943557425425
343,-7.788744683431727
346,-1.195523110519252
350,-7.470614724624452
352,-3.704246300989049
357,-6.2068871352127
373,-8.421245189629298
384,-5.850780124161261
388,-8.702669361112784
391,-5.299894928592055
399,-4.2273536301982135
406,-4.866576335028013
412,-6.075575727166923
413,-1.6246281478308848
441,-8.181685260177195
445,-4.570098824644834
460,-4.197078901647664
467,-0.2634337228450866
470,-8.793383857710232
474,-4.140493224569071
478,-4.647993865110743
480,-6.432239468921122
482,-9.234898843957282
491,-5.395010389252466
494,-5.420434941797115
495,-6.945632359446619
503,-1.9503470874828956
504,-1.2771899646317275
507,-6.668625850217804
512,0.2985277479512513
514,-8.021433837299092
516,-1.2371478437469763
517,-8.810905178356665
523,-3.9007248828111467
524,-6.8905330268641745
533,-6.446095168953021
549,-7.556094973094639
559,-5.655296584840223
566,-8.886183475307849
570,-8.73978401247598
582,-8.513212545361705
586,-9.512217114357101
590,-2.7955895747000548
593,-4.699762304736
612,-7.353487705924392
615,-2.182485497835441
633,-8.52372142048877
642,-3.4597245115417703
644,-0.6041250046718091
646,-5.894726213773215
655,-12.3923429245031
666,-3.8511821902808294
673,-5.54438757826351
685,-8.526452173436475
702,-4.471129424409864
707,-6.84273901015361
723,-9.71104801468318
728,-11.660112502689442
729,-5.5279912552498764
732,-6.784437105728151
735,-2.096480309693343
740,-1.8272762554143847
742,-4.1475572524177
747,-3.351681715241267
750,-6.660753408477913
752,-7.323158262565058
755,-2.340406548607714
766,-0.6560615303469176
771,-7.906273889283504
775,-5.8424925447920435
776,0.27961077834348036
780,-7.961053352481548
783,-7.16981978787762
787,-6.135021230518486
798,-4.255155892634123
800,-9.112307805037632
810,-4.202430477219314
820,-5.268987608655076
823,-6.60097334055364
830,-7.883669397085191
834,-6.742502143318675
835,-8.267103640868275
837,-2.7648843846131252
838,-3.9448198206347658
842,-9.106650309970611
847,-4.312829929939853
859,-13.742946511008785
870,-2.632782541435724
889,-9.845968959228621
892,-7.639527410267837
894,-8.931584089541532
903,-9.897095122424778
904,-6.3019424524125895
905,-5.592899926415257
907,-7.251757749802847
908,-2.557554774521387
911,-4.4904741936161345
918,-2.834632178026695
930,-6.202289272661937
933,-9.560956139088315
936,-5.378498157883381
943,-4.421591737892623
956,1.7299738795253334
961,-4.030939219411514
967,-1.2120048810670463
972,-6.505053600360807
975,-6.169987445169345
981,-8.600127549615328
991,-12.033215349342175
994,-2.9843492854574234
997,-4.63228046134722
1003,-1.28945139698324
1008,-8.341626423635073
1011,-4.193598044353324
1015,-4.764434511768172
1016,-2.5910623459385884
1018,-10.900556857390903
1029,-4.574107243705339
1032,-4.178585129022424
1037,-5.998164879882509
1039,-5.934464595591333
1045,-2.015935889804862
1053,-5.113050622621815
1060,-2.7413702599871
1064,-11.76030716838257
1066,-7.898760828299841
1073,-5.958664397781146
1075,-4.305730654875574
1079,-3.768399627404873
1083,-1.5066833437599658
1086,-6.976473075916964
1092,-7.016984297554692
1094,-7.536192605920031
1098,-8.524357040157195
1099,-6.056542752270695
1102,-6.200505496729255
1110,-8.83333041590008
1111,-7.158441541620169
1116,-5.992446863160523
1119,-6.981304268508326
1128,-3.0344350200539187
1130,-5.584134113778417
1137,-4.248011185298807
1149,-0.7589141032125288
1151,-4.028078713789435
1159,-2.8053872449082786
1168,-5.4511441169051515
1181,-5.786588226327043
1189,-3.4062958476210423
1190,-2.341907114685822
1192,-5.497577292310065
1196,-3.8480328066460103
1199,-5.876817082052532
1201,-3.4930027734291995
1208,-5.101135773212532
1230,-4.4726961333365995
1231,-7.704798276011326
1244,-2.712129731405108
1246,-6.362120957713771
1250,-7.43006338303491
1260,-6.007430339860535
1270,-8.520022879004694
1271,-4.833148187362226
1277,-5.796761961584337
1278,-8.849407914715313
1293,-3.743950032593537
1299,-3.5478953496969536
1319,-3.600130316817523
1321,-1.765665361651089
1329,-3.7117047275082413
1338,-1.7737448227283643
1342,-9.085645772572672
1347,-6.5396896816375945
1350,-6.081303839070051
1351,-3.2735619395681623
1352,-8.690374183876774
1360,-7.907042088850421
1367,-4.007569441082546
1370,-5.549288162164966
1373,-5.512062255112695
1374,-6.387921672516339
1375,-7.439289334510775
1380,-8.259145362494216
1393,-5.3077988390754305
1411,-5.155996325961368
1415,-5.370542051968445
1429,-6.675595748318128
1451,-3.6901264607628863
1453,-3.4919107981973907
1455,-7.09656105455298
1475,-2.057715636177184
1485,-8.487231978114107
1497,-5.338647045857324
1502,-8.149988109517786
1508,-4.9812076330519615
1512,-5.198965580242831
1517,-5.3088666926866965
1518,-3.9972643053506345
1519,-5.96238399305777
1520,-0.877353115533005
1523,-4.198568665389269
1529,-6.135023619454224
1530,-4.506877191499302
1531,-7.945042426870416
1532,-9.754982807754347
1538,-6.2394026027348
1551,-4.421746754874448
1560,-5.465621032231105
1563,-5.144807542801949
1565,-1.2060849130251645
1569,-7.700923210695291
1570,-7.828429901743878
1571,-7.920299902190255
1591,-6.719998377483723
1595,-13.000827186327573
1596,-8.631368986931701
1602,-0.751404655093551
1604,-8.77127310977219
1613,-7.993324648693815
1620,-6.700210596283457
1623,-4.296449312464905
1627,-8.663321817976758
1633,-7.244278738925821
1641,-9.353059311633668
1642,-2.833731005171363
1646,-7.494913020970243
1648,-7.829080305132665
1649,-1.667486645026806
1651,-8.606885816085162
1652,-3.8285794834990683
1653,-4.045645750549537
1661,-4.257436778404992
1665,-3.121825227505974
1677,-4.487128023649198
1682,-3.0563730367906277
1684,-6.81383729993216
1689,1.371350487276444
1691,-3.731687889657751
1695,-6.119187937201864
1709,-4.226791460554873
1717,-6.748317902271914
1725,-14.579443786783319
1728,-1.115858872110208
1733,-3.082846849317148
1735,-6.566584546505285
1744,-8.538212519717007
1754,-12.704253355965415
1756,-6.687835099619526
1760,-8.267061538582587
1761,-5.400964999637203
1777,-4.013123332275054
1781,-7.041450220759595
1782,-2.2027208840208865
1784,-4.513422167752736
1793,-6.866349619362595
1806,-7.460769398581547
1809,-6.102532583963317
1816,-8.2850067236061
1824,-8.476370747879205
1829,-2.2754000552062217
1840,-9.657623451278257
1847,-4.667806960005677
1848,-7.13569123472015
1850,-6.714310574211238
1858,-7.735735137683876
1877,-8.425849549478876
1878,-3.4805633622248457
1886,-5.0349224103029675
1888,0.6392858573348571
1893,-2.3718459441406265
1902,-2.4555146892349455
1909,-3.9270893456339655
1910,-2.0486520430346538
1918,-1.8035104676966933
1959,-7.555068518461716
1961,-8.306467338113924
1968,-3.064154784733156
1981,-2.0852422697349633
2003,-0.26782127139543077
2006,-2.8995857891339956
2009,-3.6670122220781023
2016,-7.207558250767639
2023,-3.1922347391949337
2033,-1.2820547614823652
2039,-8.487605638772713
2044,-8.535333539416115
2047,-7.530904288740522
2056,-5.005020532922903
2072,-2.1267485339593972
2078,-5.100004780887807
2080,-1.380305556651774
2082,-4.660191665499004
2091,-0.7293277866964526
2092,-6.53054384127268
2100,-8.172181922039378
2106,-0.9322239298462073
2108,-1.5942092547236926
2111,-5.663833776613551
2113,-4.924891397075088
2117,-8.142454240225947
2144,-2.3702954818890123
2146,-6.9114007991007
2150,-8.63629594590735
2162,-2.8451482289586014
2168,-2.856862020927009
2170,-3.7928202886656512
2180,-3.5422235648786256
2185,-3.98071851443848
2188,-3.588876518271459
2191,-5.284782662777085
2199,-5.753607488095722
2201,-7.403664405502046
2204,-4.941559495819186
2208,-4.792011792149946
2219,0.4328528984195857
2222,-8.509712175616174
2236,-7.2151185383588246
2241,-5.8023438926831705
2258,-6.418167376020767
2261,-3.279320617271833
2265,-5.210303913515358
2272,-5.525047572968535
2273,-10.001245060407426
2274,-5.08303095300655
2282,-6.570849983747349
2294,-7.128246101343941
2301,-2.583842649933413
2313,-2.8252203181173927
2315,-4.301412438748759
2336,-6.199347609826154
2347,-4.815499643950379
2357,-3.7269128727544545
2366,-2.8861326742609896
2368,-7.561907778276494
2378,-9.114116650202552
2379,-6.922329206260929
2381,-6.146573036704452
2387,-3.6325812969530604
2390,-6.995264890916772
2393,-4.59214369646028
2396,-5.0340660202251
2415,-3.970796592857727
2416,-6.675191752132288
2420,-5.329213277743864
2440,-6.782850018093251
2455,-7.644297759928293
2463,-3.5909529338829236
2469,-8.709084545311576
2474,-7.121665508448612
2478,-6.040999072141172
2482,-2.123341886201985
2487,-4.533385261163117
2492,-1.3188276996423889
2496,-4.930953841106263
2509,-5.725559652621535
2512,-2.9903630841373325
2514,0.3683934729048029
2515,-3.3410053211241575
2516,-4.53595324297279
2517,-4.047496673040253
2525,-8.690115231091047
2538,0.01721079181106646
2546,-4.406495956411219
2560,-5.9606140505807055
2570,-5.9857419278014605
2575,-2.9605695174560203
2577,-3.8934088216198925
2579,-8.642531025333112
2581,-6.079404330197865
2592,-3.864119163236277
2607,-8.799048923114658
2609,-4.2400661612938615
2614,-8.942300696969015
2616,-5.342806170844998
2628,-3.6292479232143156
2630,-5.5649732723824625
2640,-1.3258368722083855
2641,-4.420881300458051
2657,-6.674743350014045
2660,-5.601290719332635
2662,-5.075297353605567
2664,-3.358753673224874
2665,-6.083575018906671
2666,0.775094769987354
2670,-3.2690345551238544
2672,-4.943054236604055
2677,-5.870417566183643
2678,-7.739271807674147
2680,-3.931435165191904
2690,-6.66740197756404
2696,-10.051927997357469
2701,-10.46942860186827
2715,-6.603263978338498
2719,-4.531237112788825
2724,-8.054134995713763
2728,-6.8942633703250085
2740,-5.346843465503863
2745,-5.146024436794076
2758,-4.182642797349892
2778,-7.915161856441808
2784,-2.300633743483268
2790,-5.072067566695308
2794,-4.623928892635076
2801,-2.673409446343845
2802,-6.987822598979353
2807,-7.44671717138498
2815,-4.353551040866427
2816,-4.427697917763747
2826,1.5601209333547927
2855,-3.4047585472630426
2859,-0.7078190473337583
2867,-8.374111460919828
2872,-3.4302593855196384
2877,2.1685095051749648
2885,-4.127567351593314
2888,-7.22121542369863
2899,-6.064533316751138
2906,-7.60106712644656
2915,-7.968788914932113
2919,-1.697979599630382
2923,-10.586723427605484
2927,-4.771511606782513
2933,-4.662240256562735
2942,-5.948326205447232
2949,-5.47173072243189
2957,-6.188229908375071
2960,-11.441639615301769
2962,-8.185757240260042
2966,-6.326340549268978
2970,-4.298668534711669
2973,-6.1402075594926115
2974,-8.682180802421415
2977,-1.8906852180106288
2985,-5.122306379359043
2996,-8.627124296452763
3005,-4.449320318388694
3007,-10.383370040460628
3008,-1.4537538472651717
3034,-6.9904854631750295
3038,-1.8669417788653
3040,-1.590556138727973
3042,-8.184275485227499
3071,-6.611655155109062
3075,0.35653368990712797
3094,-7.778402637879606
3096,-4.351164830063725
3098,-1.593391187436272
3099,-6.973140841565271
3111,-7.267767164234535
3126,-4.509130991800118
3130,-12.3923429245031
3141,-6.551024166373784
3144,-7.911344713797742
3146,-5.568321138464135
3147,-7.409768123950261
3149,-4.64603844787557
3154,-3.68750246669421
3166,-7.2056472640569575
3167,-2.7167326394775704
3175,-2.451645470672289
3184,-3.794070624711355
3200,-5.417882866668823
3204,-5.129880673108007
3205,-4.446224843724785
3207,-4.184325050439467
3210,-5.44535853772588
3223,-2.5123351904936166
3231,-1.313219305624606
3233,-9.786156875417825
3234,-6.531214257046238
3267,-3.620354247197194
3268,-0.5915595225269791
3273,-9.145410619639891
3274,-8.080076850005884
3277,-2.972248337942951
3280,-5.969438610389208
3284,-6.232581752582888
3285,-5.455203173439786
3290,-4.702724714464826
3294,-5.992844374924215
3338,-3.9005518961462395
3339,-7.402338131385523
3343,-2.4408013811671516
3348,-8.355704289434339
3368,-2.5478564635027787
3369,-2.9402091770863077
3371,-9.289073045282745
3374,-3.227620143105208
3381,-5.9966649546713775
3390,-0.9337564110273608
3394,1.021684634876353
3395,-6.355915925876383
3400,-2.597303677460605
3402,-2.849358302521554
3404,-1.6530372987233308
3407,-5.9815941997198765
3427,-6.352583418636694
3434,-7.116817035304002
3442,-6.414425350151257
3445,-9.22913776047474
3450,-7.131264210131604
3454,-2.537266605652781
3459,-8.678403658298137
3464,-2.9336201443136387
3468,-6.698022749801006
3470,-3.4934584022068123
3479,-5.790773256730656
3490,-9.668561537680324
3498,0.7889660690786
3501,-8.959473167635196
3508,-1.8250449777554851
3517,-5.011335842477288
3526,-7.019907705182271
3534,-7.487697158063005
3541,-8.23838197994642
3546,-3.8347799890425294
3548,-3.363403158512251
3552,-5.681245900503348
3560,-7.522828884127718
3572,-6.035168238033414
3574,-6.710614471348526
3579,-8.494726826530403
3593,-4.983080791411585
3597,-3.572249145614123
3598,-6.500909108673305
3599,-7.955447518305303
3623,-4.036381331397865
3625,-4.389433935247841
3631,-7.176717562649795
3647,-7.584721597329906
3649,-6.330589716279814
3663,-2.9711025004574165
3664,-8.443971469799616
3670,-9.417188619800383
3674,-5.053869950354791
3684,-5.5654962307491465
3693,-7.497292089514836
3695,-8.53735613155021
3698,-4.310448559514517
3699,-6.929477448463144
3701,-6.781926230847303
3703,0.41871930274286934
3706,-1.029074995553824
3707,-4.058659858050978
3716,-3.8646081161322
3718,-9.673204264500278
3720,-2.21361137488118
3724,-2.3239756579095143
3733,-2.9902884975512167
3734,-6.5695697243614575
3738,-5.2283089913826295
3747,-7.860761077539069
3758,-5.613025745872742
3760,-2.5906180454887395
3764,-3.6703542595544603
3777,-1.287523826949863
3779,-4.8463978197289785
3780,-9.131009015646844
3790,-8.483886918335365
3793,-8.28510800003817
3794,-2.9381906147951193
3805,-4.673420098129546
3813,-6.57190288504099
3815,-2.93469851967077
3819,-4.267390801054327
3823,-5.135484525289177
3827,-8.75563602904618
3850,-7.058130149232994
3858,-3.87493092598528
3872,-3.9415144278246803
3891,-6.444310902157649
3892,-6.078273560370349
3897,-1.2860229392906097
3902,-7.568746231257579
3932,-2.569512645987885
3933,-5.584150027738939
3934,-7.127292308831176
3938,-1.7594477629503542
3941,-0.8818007540511037
3943,-7.941151288718519
3944,-2.4897340735423072
3950,-1.9263218705538931
3963,-5.525928924471856
3973,-6.303947893079915
3978,-7.662877748728684
3979,-3.8761760338172073
3985,-11.200354045448721
3988,-2.004678568561416
3996,-4.148010580301265
3997,-2.1888948199919054
4015,-5.79646585560834
4037,-7.173284599236385
4057,-7.451070631270926
4059,-1.7119019867447423
4060,-5.499487960597356
4066,-8.474885566196003
4067,-7.44075713003048
4068,-8.678772379098074
4070,0.030178868590611686
4089,-4.485938291058681
4093,-8.633961627345284
4099,-6.75884962345591
4103,-1.8423228576715789
4106,-7.929688065531224
4117,-6.697781328370658
4122,-9.859767043312047
4136,-6.7786257877487905
4141,-2.8978615648130552
4158,-6.508189810072012
4164,-4.0363620957634785
4171,-8.343588658102629
4178,-6.538863649610829
4191,-8.320689794770757
4204,-4.144855182058141
4211,-2.700732418417335
4221,-6.571010489712093
4244,-10.832973984882983
4256,-5.009611870932672
4260,-4.346418600841702
4280,-10.1340375281179
4287,-6.889210109172301
4288,-8.543253174377844
4303,-5.2458380665464155
4307,-6.883791317036776
4312,-7.722612753017947
4315,-5.133792561936726
4317,-6.650661923815709
4332,-2.3179789542350258
4346,-5.859997659436499
4350,-3.0122408335050617
4362,-6.756447727366589
4373,-7.121175543497939
4381,-8.239833905899742
4388,-6.177872989192962
4391,-3.7736441784371197
4394,-6.706876431608558
4397,-5.329295337444577
4402,-4.416806846608724
4408,-8.71514280675724
4410,-5.52384337179134
4417,-2.9157089118115245
4419,-6.986355259697597
4426,-7.712132310253507
4438,-12.341760201812768
4444,-5.482943947599565
4448,-4.417455122999081
4457,-7.776896270838998
4465,-6.93740555688821
4472,-5.756523842925846
4482,0.9778340335527611
4484,-10.546714517296369
4491,-6.148141235129273
4499,-6.640526498575865
4509,-5.185427523406988
4511,-2.837676656455978
4517,-6.8179361391003575
4521,-5.201548969169475
4525,-5.171816730269757
4526,-6.952796148261983
4528,-3.1319979670086693
4533,-2.428261644156198
4537,-2.489346767324041
4539,-7.802338826869123
4542,-11.379209102728604
4558,-6.998752205992348
4559,-10.538962407479806
4561,-5.706111622281132
4562,-3.570644436458277
4573,-3.247013333211295
4591,-8.68956314315603
4595,-6.677954216868178
4610,-3.6927851035699173
4617,-3.5265028633261877
4625,-2.664299786452512
4630,-10.793963441099802
4632,-6.108101701224912
4639,-7.916068769448149
4640,-5.167927761950263
4644,-2.485200084344533
4645,-7.498192764825796
4653,-4.819368257378288
4660,-9.390068146743216
4661,-5.52353180587665
4667,-3.652852938444613
4681,-11.923365808500552
4682,-2.8371675885328327
4685,-6.012465556329882
4690,-6.914731037786791
4701,-5.122771799489943
4712,-7.049119437204496
4717,-6.043688673934526
4723,-5.750192219378005
4724,-2.351728188411878
4731,-5.114842997370522
4733,-7.574969882706901
4737,-4.3361668456234845
4738,-3.9536699676296703
4743,-5.937207669606093
4754,-1.7158392615219273
4758,-6.087363947369165
4764,-4.9795078439469105
4765,-4.499930563140967
4782,-5.105049930155591
4784,-3.51847487950054
4793,-4.222146786439649
4794,-5.626157235001878
4801,-7.192450450776217
4802,-11.27812716503907
4805,-4.7447457425676705
4820,-4.57107664998667
4850,-6.43204996145094
4855,-5.952836088655095
4864,-8.905981261158441
4865,-5.731343445685937
4868,-6.268755990103418
4871,-5.574319504233613
4888,-0.7678770303544634
4889,-3.6236017699630927
4898,-6.550966174533891
4901,-5.302858766212896
4904,-4.9923672067422515
4910,-2.1759063763555258
4915,-2.9623540735747413
4921,-5.713725246850673
4926,-6.02245198185189
4927,-4.337467333010708
4939,-8.231993863245318
4943,-6.46275203721931
4954,-6.062560699654276
4964,-2.9718086571595723
4965,-2.6550059184868404
4971,-8.569010065382603
4973,-8.617455162987504
4977,-5.624515936088799
4980,-8.953603704233648
4982,-2.803158776483427
4984,-8.23180781124171
4985,-2.4668524568386028
4989,-1.7987519581877442
4995,-3.3397756241503207
4997,-4.703426149821438
4998,-0.4533136164745801
5003,-2.4898908877691577
5007,-5.438264940279569
5008,-5.679051476418779
5019,-9.203680842398189
5023,-3.234298531586585
5026,-5.015223591551248
5033,-6.265967810108036
5035,-9.590616810738377
5042,-8.359438422199313
5045,-2.3744255784481423
5050,-1.9098736728639158
5059,-5.760865585348585
5068,-3.52208475504478
5073,-6.288346137659184
5082,-0.7548712152227816
5100,-10.281111652884642
5103,-6.919823652524121
5108,-11.626660977591422
5111,-2.9966167978296507
5123,-7.294458193075458
5124,-6.4051556041384385
5128,-4.941237419875216
5129,-8.537537887350553
5134,-3.5020390047033123
5136,-5.45706669391601
5140,-2.9645500565122638
5146,-3.3198292943555865
5148,-8.339033646168653
5159,-2.644674480705819
5161,-7.051562138249888
5171,-2.5421242333552123
5183,-4.356221542089127
5188,-9.365169742726406
5197,-6.718101758729548
5207,-7.336716413153386
5209,-9.780652370028543
5210,-4.252014860303471
5241,-4.522501301858761
5245,-5.732568927215104
5248,-3.486049612789926
5260,-6.990275560978559
5269,-2.3691263134779637
5270,-8.99036337637555
5273,-4.9702121694474
5281,-10.999957684213665
5286,-5.263385992435643
5309,-4.03064633286334
5315,-5.076872974514919
5319,-7.055859854265761
5325,-8.309330180855541
5338,-1.1686680619306902
5340,-10.116288069121959
5347,-6.876720060420023
5352,-5.127444554314943
5359,-4.656479766855651
5369,-5.061961762275202
5381,-4.24336923314958
5392,-3.784941516541911
5394,-5.6528499786926005
5395,-11.199906623386905
5412,0.7860068853045366
