ID,TARGET
24,-5.765114163299994
28,-3.8691156866794683
29,-3.88274772314444
33,-6.290389666221857
58,-0.9600273253177407
71,-7.259085255013305
86,-4.439190879666735
88,-5.11567886641968
89,-6.757976423325172
107,-7.914750712233853
108,-0.9705575159417371
109,-9.518318983350783
110,-5.751286841745915
113,-7.429234516979415
114,-4.0900540534808805
115,-4.718089701103744
120,-6.126996247498029
136,0.03814304179898268
147,-5.295500237742726
150,-7.097259291248905
158,-5.417373246240132
164,-4.0762775665094795
167,-1.258139194639729
169,-3.652839880375444
174,-6.629234978451163
183,-9.408893260525913
184,-3.233796603156821
185,-1.5101778958411975
189,-7.5324791135048015
192,-6.406496653903594
195,-8.920186162466033
208,-3.985492520209601
209,-8.901972423769552
217,-1.1293165026406942
219,-2.602450281872789
221,-10.592762083374524
223,-7.126454939233156
227,-5.0090585486412404
229,-9.267930554332118
243,-2.902265413073697
251,-8.026184799947185
257,-6.782160506284548
258,-3.9096496571890706
262,-5.602595809981844
265,-4.38596020535278
274,-9.443810632050521
286,-3.7261120738011777
310,-5.760408369462643
311,-7.621768894896809
317,-0.16044600312067228
323,-0.6107214578233243
327,-4.55665514280047
330,-6.677995010016867
334,-7.818510078924468
343,-7.25279463800129
346,-1.3392092515021556
350,-7.271808460749089
352,-4.006390561363447
357,-6.313825130117147
373,-8.510534916088064
384,-6.0600439073841725
388,-8.67458549997303
391,-4.5591973464788955
399,-4.23728353008227
406,-5.033287136145588
412,-5.823255462663639
413,-1.7960693093496478
441,-8.567856229574197
445,-4.274124533528844
460,-3.9932314793249755
467,-0.4719843189832372
470,-8.73916183846528
474,-4.276901115282148
478,-4.629578934646803
480,-6.546897633327503
482,-9.121281987576548
491,-5.391130216859837
494,-5.042021378042492
495,-7.113360157963838
503,-1.8819207359983334
504,-1.3698531996607288
507,-6.752476756033772
512,0.42473679626517796
514,-8.01034072008431
516,-1.3624822078218255
517,-8.530938546260746
523,-3.7458887428509677
524,-7.038986514238638
533,-6.550787042544246
549,-7.340184728503722
559,-5.754064895034346
566,-8.610614299131413
570,-9.009838662623427
582,-8.230268246078527
586,-9.364002098154074
590,-2.608678492675754
593,-4.3347518351500485
612,-7.156672918624182
615,-1.6685040261707493
633,-8.55107880947479
642,-3.5546083352164515
644,-0.46158589171505426
646,-5.3566615187909825
655,-12.31744316373671
666,-3.873668568403564
673,-5.815653106258818
685,-8.342657148719695
702,-4.33688140518765
707,-6.6073673805572435
723,-10.151844900510719
728,-11.723459532673822
729,-5.237104712111403
732,-6.922753049144145
735,-2.106883351456453
740,-2.0479272814922593
742,-4.152520075548228
747,-3.154431241166142
750,-6.660366217322755
752,-7.932091061572145
755,-1.9684226774079656
766,-0.31731836226977045
771,-7.8307630213185
775,-5.585640672618223
776,0.3214203745953795
780,-7.511643496106706
783,-7.432181115659684
787,-6.001765616069021
798,-4.431021818640028
800,-9.034419620708487
810,-4.380187290654334
820,-4.7789674585846935
823,-6.323184082123909
830,-7.537292995979385
834,-6.70840770663055
835,-7.497820388491662
837,-3.2305410202129683
838,-3.7268258966612464
842,-9.368064878948475
847,-4.1321611378942045
859,-13.75589181679489
870,-3.3404702239974458
889,-9.602856946315354
892,-7.501113738913453
894,-9.355377354576543
903,-10.20607271594818
904,-6.0995946074626675
905,-5.78103999181228
907,-6.928251130873603
908,-2.6236327557232606
911,-4.098064469568529
918,-2.10673835738037
930,-6.582505933045611
933,-9.76283321941948
936,-4.946971807264303
943,-4.50899858475942
956,2.1858041575871217
961,-4.120554541760059
967,-1.7533721970475757
972,-7.009142002870734
975,-6.15427825606207
981,-9.441753997498935
991,-11.896629325131045
994,-3.03776035326074
997,-4.101785646713879
1003,-1.205604014062085
1008,-8.378288773986037
1011,-4.272729785659099
1015,-4.6394137094907695
1016,-2.769914071722418
1018,-11.265803718243028
1029,-4.253555194162791
1032,-4.0835042166735995
1037,-5.802694074909928
1039,-5.876866494669757
1045,-1.819525147934854
1053,-5.289665584412167
1060,-2.731511843627736
1064,-11.798896323065613
1066,-8.328706148569346
1073,-6.09556673175147
1075,-4.294319587887523
1079,-3.5953695010180344
1083,-0.8988434128174043
1086,-6.741092863166144
1092,-7.093566565232913
1094,-7.430617389931756
1098,-8.438284114360233
1099,-5.751256592043714
1102,-6.29795175921003
1110,-8.898945124926279
1111,-6.838559057278997
1116,-6.011709099642741
1119,-6.760072853837324
1128,-2.9477903489648702
1130,-5.671138662020946
1137,-4.20743898616814
1149,-0.8606547059917877
1151,-3.696432284606831
1159,-2.64955248377513
1168,-5.491359254127423
1181,-5.582747807805608
1189,-3.025499991967718
1190,-2.5621206593641825
1192,-5.383011589892398
1196,-3.6616303674352553
1199,-6.113866402369672
1201,-3.7592946302221453
1208,-5.317544579013031
1230,-4.360152093678294
1231,-7.494289992093517
1244,-2.9345912630939366
1246,-5.426886047945993
1250,-8.0011703709095
1260,-5.971683485432689
1270,-8.373903573251544
1271,-4.575267714210337
1277,-5.411777274331221
1278,-8.848228048746938
1293,-3.7420951542957153
1299,-3.49957237771681
1319,-3.506135361848081
1321,-1.4883884869561859
1329,-3.777690557824643
1338,-2.061057740898309
1342,-9.41907198172844
1347,-6.709777824202235
1350,-6.087980030201466
1351,-3.369586858481896
1352,-8.481884916819757
1360,-7.916663027401637
1367,-4.0502350126389635
1370,-5.445826926232296
1373,-5.696090764823063
1374,-6.268368616908459
1375,-7.632576345669318
1380,-8.337141346469254
1393,-5.115604547074958
1411,-5.02881473453973
1415,-5.533603806315769
1429,-7.162144696102919
1451,-3.567009034102526
1453,-2.6470647565300993
1455,-6.4040138667451805
1475,-1.7800405573245988
1485,-8.676719263094935
1497,-5.185202319205957
1502,-7.874012306458191
1508,-5.159917236538127
1512,-5.149951633826607
1517,-5.092710029088479
1518,-3.9349261385020746
1519,-6.149588097330622
1520,-0.4500205784137838
1523,-4.442547096939495
1529,-5.970818987030382
1530,-4.242160193032797
1531,-7.90207514718372
1532,-10.129166710261707
1538,-6.521187069466198
1551,-4.5405417885680315
1560,-5.511773747171226
1563,-4.0056714002977865
1565,-1.144390237693805
1569,-7.495243801078626
1570,-7.538380633610335
1571,-8.320006030582167
1591,-6.609841557628721
1595,-12.79790563488711
1596,-9.284533709185615
1602,-0.55129077976671
1604,-8.972975666901519
1613,-8.142767352699009
1620,-7.2163156007325036
1623,-4.236354961050071
1627,-8.851727419511437
1633,-7.250766455192818
1641,-9.648538251899291
1642,-2.6522092228592635
1646,-7.6770840617739395
1648,-7.41427600193844
1649,-1.3747199954490867
1651,-8.310555421373321
1652,-3.8257297687781806
1653,-4.045861245220611
1661,-4.334719524202817
1665,-3.2585297471006927
1677,-4.535602221921704
1682,-3.0784228036507777
1684,-6.788769754504552
1689,1.6515123802737843
1691,-3.193249488979155
1695,-6.005365171202919
1709,-3.981169028000602
1717,-7.222006397984335
1725,-14.75321324712326
1728,-0.9859046463814908
1733,-3.067797263881162
1735,-6.564098614490657
1744,-8.290407596982709
1754,-12.965096137375218
1756,-6.0865543863079825
1760,-8.162307681590212
1761,-5.377899264198128
1777,-3.7579557815831794
1781,-7.136573797848004
1782,-1.8956942141250226
1784,-4.617515077166293
1793,-6.485314484371358
1806,-7.4111673137688125
1809,-6.041822893110213
1816,-7.817714272083937
1824,-8.238850951827713
1829,-1.9711868962831118
1840,-10.37866758033611
1847,-4.864680839707587
1848,-7.074306904171376
1850,-6.281267229698407
1858,-7.375744715947074
1877,-8.534296394616279
1878,-3.2109553133078013
1886,-4.746244394137841
1888,0.8611649790910322
1893,-2.144486658985378
1902,-2.4426072140487656
1909,-3.9931466708575964
1910,-2.040686095870888
1918,-1.6245999708143744
1959,-7.533696731321151
1961,-8.246933619485844
1968,-2.9008325017926446
1981,-2.027960215724196
2003,-0.11386383378279903
2006,-2.6260069755236652
2009,-3.5880839010967946
2016,-7.3425810585717235
2023,-2.9281670925812655
2033,-1.101974027658389
2039,-8.307650615166404
2044,-8.606612746181472
2047,-8.354608799448084
2056,-4.951618648553433
2072,-2.2519466539163964
2078,-4.961493530199147
2080,-1.3996457146741106
2082,-4.715567002576937
2091,-0.29569634839094394
2092,-6.696008331723879
2100,-7.967007330316227
2106,-1.1760676008868136
2108,-1.4617378524804476
2111,-5.481616300369981
2113,-4.856447290961765
2117,-8.005424255248796
2144,-2.0983362897188864
2146,-6.830107559942808
2150,-8.820388532754555
2162,-2.9958276918125972
2168,-2.5333016327757645
2170,-3.916228855989842
2180,-3.6407389042680034
2185,-4.022866786088111
2188,-3.231904985657653
2191,-5.42867884866244
2199,-5.658115020098636
2201,-7.740816423531282
2204,-4.629567761565777
2208,-4.743434098853698
2219,0.5357325958122549
2222,-8.784071730594455
2236,-7.128185886549654
2241,-5.166396215884129
2258,-5.561388981174045
2261,-3.1859916458659283
2265,-4.761270180001119
2272,-5.781935791700437
2273,-10.029412088882209
2274,-5.087619981655045
2282,-6.77595634425578
2294,-7.225224325754582
2301,-2.206291038167316
2313,-2.903668417597463
2315,-4.11562154608905
2336,-6.413100453985698
2347,-4.5497285091546855
2357,-3.347061512742257
2366,-2.712196352823636
2368,-7.380249220402386
2378,-8.959287547315194
2379,-6.898267463231036
2381,-5.723247113582046
2387,-3.4449387045548754
2390,-7.201200554721036
